title,doi,altmetric_jid,issns1,issns2,journal,cohorts.com,cohorts.pub,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,authors17,type,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.name3,publisher_subjects.scheme1,publisher_subjects.scheme2,publisher_subjects.scheme3,cited_by_posts_count,cited_by_tweeters_count,cited_by_fbwalls_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns,publisher_subjects.name,publisher_subjects.scheme,cited_by_feeds_count,scopus_subjects3,scopus_subjects4,scopus_subjects5,cited_by_msm_count,cohorts.doc,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,handles,handle,pmid,cited_by_wikipedia_count,authors,scopus_subjects,abstract,cited_by_rdts_count,subjects,authors18,authors19,authors20,authors21,authors22,authors23,authors24,publisher_subjects.name8,publisher_subjects.scheme8,cited_by_policies_count,scopus_subjects6,scopus_subjects7,scopus_subjects8,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,cited_by_peer_review_sites_count,cited_by_videos_count,cited_by_rh_count,authors52,authors53,authors54,authors55,authors56,authors57,authors58
"Toward an understanding of broad-scale patterns of the habitat suitability of fountain grass (Cenchrus setaceus (Forssk.) Morrone, Poaceae)",10.1007/s11258-020-01060-x,4f6fa6063cf058f6100066f2,1385-0237,1573-5052,Plant Ecology,3,2,NA,18897820,9.5973089455793,6087994,67,12766566,849,3.3440989399293,208,75,641,306701,18.936069494393,125044,58,180251,20,5.3225,16,25,5,Fábio Albuquerque,Miguel Á. Macías-Rodríguez,Alberto Búrquez,Helen Rowe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,87822989,1.5.4,FALSE,Applied Ecology,Biodiversity,Community & Population Ecology,springer,springer,springer,6,5,NA,5,1600276765,3.1,0,0,0,0,0,0,0,0,0,0,0,3.1,http://dx.doi.org/10.1007/s11258-020-01060-x,1596801093,1596672000,Physical Sciences,Environmental Science,0,9,0,9,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,http://www.altmetric.com/details.php?citation_id=87822989,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,Ecology,Life Sciences,Plant Ecology,Terrestial Ecology,springer,springer,springer,springer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plant Biology,NA,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reconstructing historical shifts in suitable habitat of Sceloporus lineages using phylogenetic niche modelling,10.1111/jbi.13915,4f6fa4ef3cf058f610002cc5,0305-0270,1365-2699,Journal of Biogeography,1,2,3,18623929,9.5188641182016,5426736,70,13176555,2668,9.6602061469265,1299,51,1365,297959,19.559411523061,108691,63,188584,52,18.459692307692,41,23,12,Julio A. Rivera,A. Michelle Lawing,Emília P. Martins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,85143697,1.5.4,FALSE,Earth Sciences,Environmental Sciences,Biological Sciences,era,era,era,7,6,NA,6,1596984583,3.95,0,0,0,0,0,0,0,0,0,0,0,3.95,http://dx.doi.org/10.1111/jbi.13915,1593747736,1593648000,Physical Sciences,Environmental Science,0,23,0,23,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,http://www.altmetric.com/details.php?citation_id=85143697,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potential distribution of Spodoptera frugiperda (J.E. Smith) in China and the major factors influencing distribution,10.1016/j.gecco.2019.e00865,537f30862a83eeb45a8b45c4,NA,NA,Global Ecology and Conservation,NA,6,NA,19534140,9.6898294560223,5228308,73,14287793,1057,20.522599810785,525,50,530,415848,12.890651286046,133507,67,281560,1,0,1,1,0,Rulin Wang,Chunxian Jiang,Xiang Guo,Dongdong Chen,Chao You,Yue Zhang,Mingtian Wang,Qing Li,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,72518076,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,8,6,1,7,1601909370,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,http://dx.doi.org/10.1016/j.gecco.2019.e00865,1575990334,1583020800,NA,NA,0,112,0,112,https://badges.altmetric.com/?size=64&score=5&types=ttttttff,https://badges.altmetric.com/?size=100&score=5&types=ttttttff,https://badges.altmetric.com/?size=180&score=5&types=ttttttff,http://www.altmetric.com/details.php?citation_id=72518076,2351-9894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wood anatomy of South African Meliaceae: evolutionary and ecological implications,10.1093/botlinnean/boaa010,4f6fa4e93cf058f61000241d,0024-4074,1095-8339,Botanical Journal of the Linnean Society,1,4,NA,18708811,9.5456545348589,10140992,45,8505924,1313,5.569430312262,875,33,434,273055,17.336351833879,116636,56,154850,30,2.63,11,66,20,M O Oyedeji Amusa,B-E Van Wyk,A Oskolski,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,76610099,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,6,5,NA,5,1598106641,2.75,0,0,0,0,0,0,0,0,0,0,0,2.75,http://dx.doi.org/10.1093/botlinnean/boaa010,1582565531,1582502400,Life Sciences,Agricultural and Biological Sciences,0,8,0,8,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=76610099,NA,Plant Biology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modelling ancient areas for date palms (Phoenix species: Arecaceae): Bayesian analysis of biological and cultural evidence,10.1093/botlinnean/boaa011,4f6fa4e93cf058f61000241d,0024-4074,1095-8339,Botanical Journal of the Linnean Society,2,7,NA,18655878,9.5252773607339,5052902,72,13584921,1310,5.5771847328244,281,78,1030,284376,19.656053717613,96074,66,187746,32,4.1421875,9,75,24,Diego Rivera,Javier Abellán,José Antonio Palazón,Concepción Obón,Francisco Alcaraz,Encarna Carreño,Emilio Laguna,Alberto Ruiz,Dennis Johnson,NA,NA,NA,NA,NA,NA,NA,NA,article,78674584,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,10,9,NA,9,1594537487,4.45,0,0,0,0,0,0,0,0,0,0,0,4.45,http://dx.doi.org/10.1093/botlinnean/boaa011,1585753186,1585612800,Life Sciences,Agricultural and Biological Sciences,0,7,0,7,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,http://www.altmetric.com/details.php?citation_id=78674584,NA,Plant Biology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grinnelian and Eltonian niche conservatism of the European honeybee (Apis mellifera) in its exotic distribution,10.13102/sociobiology.v67i2.4901,56c1ef422a83ee09648b4638,2447-8067,0361-6525,Sociobiology,NA,1,NA,18447634,9.5305971995094,16310974,1,0,81,4.6330864197531,65,1,0,304237,18.77537902359,256873,1,0,6,1.175,5,1,0,Anderson Matos Medina,Mário Almeida-Neto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,86712271,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,1,1,NA,1,1596011580,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.13102/sociobiology.v67i2.4901,1596011595,1593475200,NA,NA,0,9,0,9,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=86712271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Habitat suitability, niche unfilling and the potential spread of Pterois miles in the Mediterranean Sea",10.1016/j.marpolbul.2020.111054,4f6fa6053cf058f610006690,NA,NA,Marine Pollution Bulletin,NA,3,NA,17379776,9.376814548009,10391770,38,6642436,6564,6.6521072516758,3227,49,3258,276496,19.354674346102,147752,43,121107,186,11.206129032258,68,62,116,Dimitris Poursanidis,Stefanos Kalogirou,Ernesto Azzurro,Valeriano Parravicini,Michel Bariche,Heinrich zu Dohna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,78162081,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,3,3,NA,3,1585084209,1.5,0,0,0,0,0,0,0,0,0,0,0,1.5,http://dx.doi.org/10.1016/j.marpolbul.2020.111054,1585034789,1588291200,Physical Sciences,Environmental Science,0,35,0,35,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,http://www.altmetric.com/details.php?citation_id=78162081,0025-326X,Multidisciplinary,era,NA,Agricultural and Biological Sciences,Earth and Planetary Sciences,Life Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comparing methods for mapping global parasite diversity,10.1111/geb.13008,4f6fa4ec3cf058f610002975,1466-822X,1466-8238,Global Ecology & Biogeography,NA,4,2,16241127,9.1837421406557,4743118,70,11466981,1448,14.957657221838,839,41,605,329967,13.653845784111,121166,62,207569,48,12.684723404255,32,31,15,Paula Pappalardo,Ignacio Morales‐Castilla,Andrew W. Park,Shan Huang,John P. Schmidt,Patrick R. Stephens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,69242536,1.5.4,FALSE,Ecology,Ecological Applications,NA,era,era,NA,7,6,1,7,1574261803,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,http://dx.doi.org/10.1111/geb.13008,1571979409,1571875200,Physical Sciences,Environmental Science,0,52,0,52,https://badges.altmetric.com/?size=64&score=4&types=tttttttf,https://badges.altmetric.com/?size=100&score=4&types=tttttttf,https://badges.altmetric.com/?size=180&score=4&types=tttttttf,http://www.altmetric.com/details.php?citation_id=69242536,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Recognizing sources of uncertainty in disease vector ecological niche models: An example with the tick Rhipicephalus sanguineus sensu lato,10.1016/j.pecon.2020.03.002,NA,NA,NA,Perspectives in Ecology and Conservation,1,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abdelghafar Alkishe,Marlon E. Cobos,A. Townsend Peterson,Abdallah M. Samy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,84607779,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,24,16,NA,16,1595857783,9.9,0,0,0,0,0,0,0,0,0,0,0,9.9,http://dx.doi.org/10.1016/j.pecon.2020.03.002,1593003491,1585699200,NA,NA,0,34,0,34,https://badges.altmetric.com/?size=64&score=10&types=tttttttt,https://badges.altmetric.com/?size=100&score=10&types=tttttttt,https://badges.altmetric.com/?size=180&score=10&types=tttttttt,http://www.altmetric.com/details.php?citation_id=84607779,2530-0644,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Assessing influence in biofuel production and ecosystem services when environmental changes affect plant–pest relationships,10.1111/gcbb.12727,4f6fa5253cf058f610003cb3,1757-1693,1757-1707,GCB Bioenergy,NA,5,1,18738748,9.5573305150355,5210830,72,13502259,842,8.3250950118765,249,70,592,305639,18.895006134688,109881,63,194981,22,13.947272727273,10,59,13,Walter De Simone,Mattia Iannella,Paola D’Alessandro,Maurizio Biondi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,87067304,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,12,6,NA,6,1598431255,4.1,0,0,0,0,0,0,0,0,0,0,0,4.1,http://dx.doi.org/10.1111/gcbb.12727,1596445551,1596240000,NA,NA,0,18,0,18,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,http://www.altmetric.com/details.php?citation_id=87067304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Efficient Modelling of Presence-Only Species Data via Local Background Sampling,10.1007/s13253-019-00380-4,4f6fa61f3cf058f610007b51,1085-7117,1537-2693,"Journal of Agricultural, Biological, and Environmental Statistics",NA,1,NA,16167996,9.1579224076884,14261793,1,0,150,4.1298120805369,148,1,0,330889,13.551002006721,276767,1,0,3,0.75,3,1,0,Jeffrey Daniel,Julie Horrocks,Gary J. Umphrey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,70006950,1.5.4,FALSE,Mathematical Sciences,Environmental Sciences,Biological Sciences,era,era,era,1,1,NA,1,1573225386,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.1007/s13253-019-00380-4,1573225400,1572652800,Environmental Science,Agricultural and Biological Sciences,0,14,0,14,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=70006950,NA,NA,NA,NA,Decision Sciences,Life Sciences,Physical Sciences,NA,NA,Agriculture,Biostatistics,Monitoring/Environmental Analysis,Statistics,springer,springer,springer,springer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Statistics for Life Sciences, Medicine, Health Sciences",springer,NA,Mathematics,Social Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Early evolution of Coriariaceae (Cucurbitales) in light of a new early Campanian (ca. 82 Mya) pollen record from Antarctica,10.1002/tax.12203,4f6fa6063cf058f610006758,0040-0262,1996-8175,Taxon,NA,6,NA,19602522,9.6975320799059,3839254,80,15752914,1161,4.5415762273902,108,90,1051,288900,20.17513889235,81065,71,207555,13,3.6,3,84,11,Susanne S. Renner,Viviana D. Barreda,María Cristina Tellería,Luis Palazzesi,Tanja M. Schuster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,79308399,1.5.4,FALSE,Evolutionary Biology,Plant Biology,NA,era,era,NA,9,6,NA,9,1638301765,6.45,5.7,2.7,2.7,2.7,0,0,0,0,0,0,0,6.45,http://dx.doi.org/10.1002/tax.12203,1586312441,1585526400,Life Sciences,Agricultural and Biological Sciences,0,14,0,14,https://badges.altmetric.com/?size=64&score=7&types=tttttwww,https://badges.altmetric.com/?size=100&score=7&types=tttttwww,https://badges.altmetric.com/?size=180&score=7&types=tttttwww,http://www.altmetric.com/details.php?citation_id=79308399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Assessing spatial and temporal biases and gaps in the publicly available distributional information of Iberian mosses,10.3897/bdj.8.e53474,552536762a83eec8018b456a,1314-2828,1314-2836,Biodiversity Data Journal,2,10,NA,19249286,9.65811632546,3097908,83,16146735,682,12.371486803519,198,70,484,313601,18.684504858083,74390,76,239016,4,8.2875,3,50,2,Cristina Ronquillo,Fernanda Alves-Martins,Vicente Mazimpaka,Thadeu Sobral-Souza,Bruno Vilela-Silva,Nagore G. Medina,Joaquín Hortal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,90119380,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,17,12,NA,12,1633086770,8.15,2,2,2,0,0,0,0,0,0,0,0,8.15,http://dx.doi.org/10.3897/bdj.8.e53474,1600165823,1600128000,NA,NA,0,23,0,23,https://badges.altmetric.com/?size=64&score=9&types=tttttttt,https://badges.altmetric.com/?size=100&score=9&types=tttttttt,https://badges.altmetric.com/?size=180&score=9&types=tttttttt,http://www.altmetric.com/details.php?citation_id=90119380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A new model for efficient, need‐driven progress in generating primary biodiversity information resources",10.1002/aps3.11318,554b867b2a83ee864e8b45a0,2168-0450,2168-0450,Applications in Plant Sciences,2,12,5,19394767,9.6696794500303,1424955,92,17969289,475,17.0352,164,65,312,352140,13.210903896177,37337,89,314818,15,16.155066666667,6,66,10,Alex Asase,Moses N. Sainge,Raoufou A. Radji,Omokafe A. Ugbogu,A. Townsend Peterson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,74458257,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,21,19,NA,20,1621333433,17.88,7.33,0,0,0,0,0,0,0,0,0,0,17.88,http://dx.doi.org/10.1002/aps3.11318,1579891906,1579392000,NA,NA,0,12,0,12,https://badges.altmetric.com/?size=64&score=18&types=bttttttt,https://badges.altmetric.com/?size=100&score=18&types=bttttttt,https://badges.altmetric.com/?size=180&score=18&types=bttttttt,http://www.altmetric.com/details.php?citation_id=74458257,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31993260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adaptation across geographic ranges is consistent with strong selection in marginal climates and legacies of range expansion,10.1101/2020.08.22.262915,532721422a83ee84788b4567,NA,NA,bioRxiv,NA,5,10,19499600,9.6850587763948,3729910,80,15754120,140302,14.13533748628,58637,58,81482,310773,18.745383562921,86931,71,223631,8981,13.507468656052,3636,59,5342,"Bontrager, Megan","Usui, Takuji","Lee-Yaw, Julie A.","Anstett, Daniel N.","Branch, Haley A.","Hargreaves, Anna L.","Muir, Christopher D.","Angert, Amy L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,article,88796900,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,15,15,NA,15,1615301128,6.75,0.5,0,0,0,0,0,0,0,0,0,0,6.75,http://dx.doi.org/10.1101/2020.08.22.262915,1598287975,NA,NA,NA,0,9,0,9,https://badges.altmetric.com/?size=64&score=7&types=tttttttt,https://badges.altmetric.com/?size=100&score=7&types=tttttttt,https://badges.altmetric.com/?size=180&score=7&types=tttttttt,http://www.altmetric.com/details.php?citation_id=88796900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Twenty years of land cover change in the southeastern Peruvian Amazon: implications for biodiversity conservation,10.1007/s10113-020-01603-y,4f6fa6063cf058f610006717,1436-3798,1436-378X,Regional Environmental Change,NA,5,7,17145811,9.3156941546796,2846223,83,14292652,1299,8.6355889145497,466,64,832,335651,14.328280618857,73097,78,262359,33,10.211515151515,19,45,15,Ana María Sánchez-Cuervo,Letícia Santos de Lima,Francisco Dallmeier,Paola Garate,Adriana Bravo,Hadrien Vanthomme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,75805019,1.5.4,FALSE,Climate Change,Climate Change/Climate Change Impacts,Environment,springer,springer,springer,16,12,NA,12,1583343877,7.85,0,0,0,0,0,0,0,0,0,0,0,7.85,http://dx.doi.org/10.1007/s10113-020-01603-y,1581447922,1580774400,Physical Sciences,Environmental Science,0,72,0,72,https://badges.altmetric.com/?size=64&score=8&types=tttttttt,https://badges.altmetric.com/?size=100&score=8&types=tttttttt,https://badges.altmetric.com/?size=180&score=8&types=tttttttt,http://www.altmetric.com/details.php?citation_id=75805019,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geography, general",Nature Conservation,Oceanography,Regional/Spatial Science,springer,springer,springer,springer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Multidisciplinary,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
